,gene_id,gene_ontology
402,UniProtKB:Q8ZN38|PTN002221367,plasma membrane
403,UniProtKB:Q8ZN38|PTN002221367,response to nickel cation
404,UniProtKB:Q8ZN38|PTN002221367,nickel cation transmembrane transporter activity
405,UniProtKB:Q8ZN38|PTN002221367,response to cobalt ion
406,UniProtKB:Q8ZN38|PTN002221367,nickel cation homeostasis
407,UniProtKB:Q8ZN38|PTN002221367,cation efflux transmembrane transporter activity
408,UniProtKB:Q8ZN30|PTN001975873,protein kinase activator activity
409,UniProtKB:Q8ZN30|PTN001975873,osmosensory signaling via phosphorelay pathway
410,UniProtKB:Q8ZN30|PTN001975873,phosphorelay sensor kinase activity
411,UniProtKB:Q8ZN30|PTN001975873,phosphorelay response regulator activity
412,UniProtKB:Q8ZN28|PTN001856311,cell outer membrane
413,UniProtKB:Q8ZN28|PTN001856311,lytic transglycosylase activity
414,UniProtKB:Q8ZN28|PTN001856311,peptidoglycan catabolic process
415,UniProtKB:Q8ZN26|PTN002014623,protein-phosphocysteine-sugar phosphotransferase activity
416,UniProtKB:Q8ZN26|PTN002014623,plasma membrane
417,UniProtKB:Q8ZN26|PTN002014623,carbohydrate transmembrane transport
418,UniProtKB:Q8ZN26|PTN002014623,phosphoenolpyruvate-dependent sugar phosphotransferase system
419,UniProtKB:Q8ZN26|PTN002014623,protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity
420,UniProtKB:Q8ZN25|PTN001601603,peptidoglycan turnover
421,UniProtKB:Q8ZN25|PTN001601603,amino sugar catabolic process
422,UniProtKB:Q8ZN25|PTN001601603,carbon-oxygen lyase activity
423,UniProtKB:Q8ZN25|PTN001601603,ether hydrolase activity
424,UniProtKB:Q8ZMQ3|PTN002220603,phosphoenolpyruvate-dependent sugar phosphotransferase system
425,UniProtKB:Q8ZMQ3|PTN002220603,kinase activity
426,UniProtKB:Q8ZN21|PTN002017762,protein-DNA complex
427,UniProtKB:Q8ZN21|PTN002017762,"regulation of transcription, DNA-templated"
428,UniProtKB:Q8ZN21|PTN002017762,DNA-binding transcription factor activity
429,UniProtKB:Q8ZN21|PTN002017762,bacterial-type cis-regulatory region sequence-specific DNA binding
430,UniProtKB:Q8ZN20|PTN001978840,cytoplasm
431,UniProtKB:Q8ZN19|PTN002019779,pyridoxine 5'-phosphate synthase activity
432,UniProtKB:Q8ZN19|PTN002019779,pyridoxine biosynthetic process
433,UniProtKB:Q8ZN19|PTN002019779,cytosol
434,UniProtKB:Q8ZMP6|PTN002011319,protein-phosphocysteine-sugar phosphotransferase activity
435,UniProtKB:Q8ZMP6|PTN002011319,integral component of plasma membrane
436,UniProtKB:Q8ZMP6|PTN002011319,phosphoenolpyruvate-dependent sugar phosphotransferase system
437,UniProtKB:Q8ZMN7|PTN002594280,cytosol
438,UniProtKB:Q8ZMN7|PTN002594280,recombinational repair
439,UniProtKB:Q8ZMN7|PTN002594280,DNA helicase complex
440,UniProtKB:Q8ZMN7|PTN002594280,3'-5' DNA helicase activity
441,UniProtKB:Q8ZMN7|PTN002594280,DNA repair
442,UniProtKB:Q8ZMN3|PTN001954229,transmembrane transport
443,UniProtKB:Q8ZMN3|PTN001954229,ATPase-coupled transmembrane transporter activity
444,UniProtKB:Q8ZMN3|PTN001954229,ATPase-coupled lipid transmembrane transporter activity
445,UniProtKB:Q8ZMN1|PTN002221824,"hydrolase activity, acting on ester bonds"
446,UniProtKB:Q8ZMN0|PTN002012594,siderophore uptake transmembrane transporter activity
447,UniProtKB:Q8ZMN0|PTN002012594,intrinsic component of cell outer membrane
448,UniProtKB:Q8ZMN0|PTN002012594,siderophore transmembrane transport
449,UniProtKB:Q8ZMM7|PTN002215413,cytosol
450,UniProtKB:Q8ZMM7|PTN002215413,cellular response to DNA damage stimulus
451,UniProtKB:Q8ZMM5|PTN001976772,phosphorelay signal transduction system
452,UniProtKB:Q8ZMM5|PTN001976772,plasma membrane
453,UniProtKB:Q8ZMM3|PTN001792622,cytoplasm
454,UniProtKB:Q8ZMM3|PTN001792622,(S)-2-hydroxy-acid oxidase activity
455,UniProtKB:Q8ZMM3|PTN001792622,2-hydroxyglutarate dehydrogenase activity
456,UniProtKB:Q8ZMM2|PTN001709033,succinate-semialdehyde dehydrogenase (NAD+) activity
457,UniProtKB:Q8ZMM2|PTN001709033,succinate-semialdehyde dehydrogenase [NAD(P)+] activity
458,UniProtKB:Q8ZMM1|PTN001736462,cytosol
459,UniProtKB:Q8ZMM1|PTN001736462,gamma-aminobutyric acid catabolic process
460,UniProtKB:Q8ZMM1|PTN001736462,4-aminobutyrate transaminase activity
461,UniProtKB:Q8ZMM1|PTN001736462,pyridoxal phosphate binding
462,UniProtKB:Q8ZML9|PTN002162860,potassium ion binding
463,UniProtKB:Q8ZML9|PTN002162860,response to potassium ion
464,UniProtKB:Q8ZML8|PTN002431087,transcription regulatory region sequence-specific DNA binding
465,UniProtKB:Q8ZML8|PTN002431087,"regulation of transcription, DNA-templated"
466,UniProtKB:Q8ZMK8|PTN001920633,transmembrane transporter activity
467,UniProtKB:Q8ZMK8|PTN001920633,transmembrane transport
468,UniProtKB:Q8ZMK8|PTN001920633,integral component of membrane
469,UniProtKB:Q8ZMK8|PTN001920633,transmembrane transporter activity
470,UniProtKB:Q8ZMK8|PTN001920633,integral component of plasma membrane
471,UniProtKB:Q8ZMK2|PTN002217892,plasma membrane
472,UniProtKB:Q8ZMK2|PTN002217892,phosphoenolpyruvate-dependent sugar phosphotransferase system
473,UniProtKB:Q8ZMK0|PTN001962589,oxidation-reduction process
474,UniProtKB:Q8ZMK0|PTN001962589,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
475,UniProtKB:Q8ZMJ5|PTN001598574,protein maturation
476,UniProtKB:Q8ZMJ5|PTN001598574,carboxyl- or carbamoyltransferase activity
477,UniProtKB:Q8ZMJ5|PTN001598574,zinc ion binding
478,UniProtKB:Q8ZMJ3|PTN002017021,protein processing
479,UniProtKB:Q8ZMJ3|PTN002017021,endopeptidase activity
480,UniProtKB:Q8ZMJ3|PTN002017021,cellular protein modification process
481,UniProtKB:Q8ZMI7|PTN002013775,GTPase activity
482,UniProtKB:Q8ZMI7|PTN002013775,protein maturation
483,UniProtKB:Q8ZMI7|PTN002013775,nickel cation binding
484,UniProtKB:Q8ZMI7|PTN002013775,zinc ion binding
485,UniProtKB:Q8ZMI6|PTN002014115,"4 iron, 4 sulfur cluster binding"
486,UniProtKB:Q8ZMI6|PTN002014115,iron ion binding
487,UniProtKB:Q8ZMI6|PTN002014115,carbon monoxide binding
488,UniProtKB:Q8ZMI6|PTN002014115,protein maturation
489,UniProtKB:Q8ZMI5|PTN002017029,protein maturation
490,UniProtKB:Q8ZMI5|PTN002017029,peptidyl-S-carbamoyl-L-cysteine dehydration
491,UniProtKB:Q8ZMH0|PTN001920649,integral component of membrane
492,UniProtKB:Q8ZMH0|PTN001920649,integral component of plasma membrane
493,UniProtKB:Q8ZMH0|PTN001920649,transmembrane transporter activity
494,UniProtKB:Q8ZMH0|PTN001920649,transmembrane transport
495,UniProtKB:Q8ZMH0|PTN001920649,transmembrane transporter activity
496,UniProtKB:Q8ZMG9|PTN002021969,"transcription, DNA-templated"
497,UniProtKB:Q8ZMG9|PTN002021969,DNA-binding transcription factor activity
498,UniProtKB:Q8ZMG9|PTN002021969,sequence-specific DNA binding
499,UniProtKB:Q8ZMG8|PTN002018185,integral component of plasma membrane
500,UniProtKB:Q8ZMG6|PTN001740137,hydroxypyruvate isomerase activity
501,UniProtKB:Q8ZMG6|PTN001740137,glyoxylate metabolic process
502,UniProtKB:Q8ZMG2|PTN002431254,"regulation of transcription, DNA-templated"
503,UniProtKB:Q8ZMG2|PTN002431254,transcription regulatory region sequence-specific DNA binding
504,UniProtKB:Q8ZMG2|PTN002431254,response to stress
505,UniProtKB:Q8ZMG1|PTN002013238,carboxy-lyase activity
506,UniProtKB:Q8ZMG0|PTN002013220,carboxy-lyase activity
507,UniProtKB:Q8ZMG0|PTN002013220,ubiquinone biosynthetic process
508,UniProtKB:Q8ZMG0|PTN002013220,3-octaprenyl-4-hydroxybenzoate carboxy-lyase activity
509,UniProtKB:Q8ZMG0|PTN002013220,cytosol
510,UniProtKB:Q8ZMG0|PTN002013220,cytoplasm
511,UniProtKB:Q8ZMF9|PTN001696764,cytoplasm
512,UniProtKB:Q8ZMF9|PTN001696764,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
513,UniProtKB:Q8ZMF8|PTN001779481,pseudouridine synthase activity
514,UniProtKB:Q8ZMF8|PTN001779481,pseudouridine synthesis
515,UniProtKB:Q8ZMF8|PTN001779481,cytosol
516,UniProtKB:Q8ZMF7|PTN002081197,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity"
517,UniProtKB:Q8ZMF6|PTN002081233,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
518,UniProtKB:Q8ZME6|PTN004653292,cytosol
519,UniProtKB:Q8ZME6|PTN004653292,ribosomal large subunit assembly
520,UniProtKB:Q8ZME6|PTN004653292,ribosome
521,UniProtKB:Q8ZME6|PTN004653292,RNA helicase activity
522,UniProtKB:Q8ZME6|PTN004653292,RNA strand annealing activity
523,UniProtKB:Q8ZME6|PTN004653292,RNA binding
524,UniProtKB:Q8ZME5|PTN001788642,transferase activity
525,UniProtKB:Q8ZME4|PTN002021613,dUTP catabolic process
526,UniProtKB:Q8ZME4|PTN002021613,TTP catabolic process
527,UniProtKB:Q8ZME4|PTN002021613,dATP catabolic process
528,UniProtKB:Q8ZME4|PTN002021613,dTTP catabolic process
529,UniProtKB:Q8ZME4|PTN002021613,UTP catabolic process
530,UniProtKB:Q8ZME4|PTN002021613,dGTP catabolic process
531,UniProtKB:Q8ZME4|PTN002021613,nucleoside-triphosphate diphosphatase activity
532,UniProtKB:Q8ZME2|PTN001847431,GTP diphosphokinase activity
533,UniProtKB:Q8ZME2|PTN001847431,guanosine tetraphosphate metabolic process
534,UniProtKB:Q8ZME2|PTN001847431,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity"
535,UniProtKB:Q8ZME2|PTN001847431,response to starvation
536,UniProtKB:Q8ZME1|PTN001666566,rRNA base methylation
537,UniProtKB:Q8ZME1|PTN001666566,rRNA (uridine-C5-)-methyltransferase activity
538,UniProtKB:Q8ZMD5|PTN001669373,enzyme-directed rRNA pseudouridine synthesis
539,UniProtKB:Q8ZMD5|PTN001669373,pseudouridine synthase activity
540,UniProtKB:Q8ZMD2|PTN002036227,cytosol
541,UniProtKB:Q8ZMD0|PTN002014792,L-serine ammonia-lyase activity
542,UniProtKB:Q8ZMC9|PTN001604942,5'-flap endonuclease activity
543,UniProtKB:Q8ZMC9|PTN001604942,"DNA replication, Okazaki fragment processing"
544,UniProtKB:Q8ZMC8|PTN002608725,cytosol
545,UniProtKB:Q8ZMC8|PTN002608725,alcohol dehydrogenase (NAD+) activity
546,UniProtKB:Q8ZMC7|PTN001866204,cytosol
547,UniProtKB:Q8ZMC7|PTN001866204,aldehyde-lyase activity
548,UniProtKB:Q8ZMC7|PTN001866204,pentose catabolic process
549,UniProtKB:Q8ZMC6|PTN002208955,L-fucose catabolic process
550,UniProtKB:Q8ZMC6|PTN002208955,arabinose isomerase activity
551,UniProtKB:Q8ZMC6|PTN002208955,D-arabinose catabolic process
552,UniProtKB:Q8ZMC6|PTN002208955,L-fucose isomerase activity
553,UniProtKB:Q8ZMC5|PTN001610263,rhamnose catabolic process
554,UniProtKB:Q8ZMC4|PTN002061309,"racemase and epimerase activity, acting on carbohydrates and derivatives"
555,UniProtKB:Q8ZMC4|PTN002061309,fucose binding
556,UniProtKB:Q8ZMC4|PTN002061309,fucosylation
557,UniProtKB:Q8ZMC4|PTN002061309,fucose metabolic process
558,UniProtKB:Q8ZMC2|PTN001877210,plasma membrane
559,UniProtKB:Q8ZMC2|PTN001877210,integral component of membrane
560,UniProtKB:Q8ZMC1|PTN001658341,tRNA threonylcarbamoyladenosine dehydratase
561,UniProtKB:Q8ZMC1|PTN001658341,cyclic threonylcarbamoyladenosine biosynthetic process
562,UniProtKB:Q8ZMC0|PTN002013415,integral component of plasma membrane
563,UniProtKB:Q8ZMC0|PTN002013415,lytic transglycosylase activity
564,UniProtKB:Q8ZMC0|PTN002013415,peptidoglycan catabolic process
565,UniProtKB:Q8ZMB7|PTN001654436,exodeoxyribonuclease V complex
566,UniProtKB:Q8ZMB7|PTN001654436,DNA recombination
567,UniProtKB:Q8ZMB7|PTN001654436,single-stranded DNA helicase activity
568,UniProtKB:Q8ZMB6|PTN001667864,cytosol
569,UniProtKB:Q8ZMB6|PTN001667864,DNA repair
570,UniProtKB:Q8ZMB6|PTN001667864,3'-5' DNA helicase activity
571,UniProtKB:Q8ZMB6|PTN001667864,exodeoxyribonuclease V complex
572,UniProtKB:Q8ZMB6|PTN001667864,recombinational repair
573,UniProtKB:Q8ZMB4|PTN002023588,DNA recombination
574,UniProtKB:Q8ZMB1|PTN002867705,protein secretion by the type II secretion system
575,UniProtKB:Q8ZMA4|PTN001945386,long-chain fatty acid-CoA ligase activity
576,UniProtKB:Q8ZMA4|PTN001945386,membrane
577,UniProtKB:Q8ZMA2|PTN001690932,diaminopimelate decarboxylase activity
578,UniProtKB:Q8ZMA2|PTN001690932,lysine biosynthetic process via diaminopimelate
579,UniProtKB:Q8ZLZ9|PTN001976804,plasma membrane
580,UniProtKB:Q8ZLZ9|PTN001976804,phosphorelay signal transduction system
581,UniProtKB:Q8ZLZ4|PTN002011559,porin activity
582,UniProtKB:Q8ZLZ4|PTN002011559,efflux pump complex
583,UniProtKB:Q8ZLZ4|PTN002011559,efflux transmembrane transporter activity
584,UniProtKB:Q8ZLY7|PTN001790312,plasma membrane
585,UniProtKB:Q8ZLY7|PTN001790312,protein localization to plasma membrane
586,UniProtKB:Q8ZLY5|PTN002218384,triphosphatase activity
587,UniProtKB:Q8ZLY5|PTN002218384,metal ion binding
588,UniProtKB:Q8ZLY2|PTN001841129,dihydroneopterin aldolase activity
589,UniProtKB:Q8ZLY2|PTN001841129,cytoplasm
590,UniProtKB:Q8ZLY2|PTN001841129,folic acid-containing compound metabolic process
591,UniProtKB:Q8ZLX8|PTN002079716,chemotaxis
592,UniProtKB:Q8ZLX8|PTN002079716,transmembrane signaling receptor activity
593,UniProtKB:Q8ZLX8|PTN002079716,integral component of plasma membrane
594,UniProtKB:Q8ZM97|PTN001823157,fatty acid beta-oxidation
595,UniProtKB:Q8ZM97|PTN001823157,acetyl-CoA C-acetyltransferase activity
596,UniProtKB:Q8ZM97|PTN001823157,acetyl-CoA C-acyltransferase activity
597,UniProtKB:Q8ZM96|PTN002013521,transcription regulatory region sequence-specific DNA binding
598,UniProtKB:Q8ZM96|PTN002013521,"regulation of transcription, DNA-templated"
599,UniProtKB:Q8ZM94|PTN001695760,cation efflux transmembrane transporter activity
600,UniProtKB:Q8ZM94|PTN001695760,nickel cation homeostasis
601,UniProtKB:Q8ZM94|PTN001695760,nickel cation transmembrane transporter activity
602,UniProtKB:Q8ZM94|PTN001695760,response to nickel cation
603,UniProtKB:Q8ZM94|PTN001695760,plasma membrane
604,UniProtKB:Q8ZM94|PTN001695760,response to cobalt ion
605,UniProtKB:Q8ZLX1|PTN001735289,transmembrane transporter activity
606,UniProtKB:Q8ZLX1|PTN001735289,neutral amino acid:sodium symporter activity
607,UniProtKB:Q8ZLX1|PTN001735289,plasma membrane
608,UniProtKB:Q8ZLX1|PTN001735289,membrane
609,UniProtKB:Q8ZLX1|PTN001735289,serine transport
610,UniProtKB:Q8ZM90|PTN002019699,fimbrial usher porin activity
611,UniProtKB:Q8ZM90|PTN002019699,pilus assembly
612,UniProtKB:Q8ZM90|PTN002019699,cell outer membrane
613,UniProtKB:Q8ZLW9|PTN002125273,plasma membrane
614,UniProtKB:Q8ZLW8|PTN002089474,glutathione transferase activity
615,UniProtKB:Q8ZLW8|PTN002089474,cytoplasm
616,UniProtKB:Q8ZLW7|PTN002013536,transcription regulatory region sequence-specific DNA binding
617,UniProtKB:Q8ZLW7|PTN002013536,"regulation of transcription, DNA-templated"
618,UniProtKB:Q8ZLW5|PTN002020967,L-cysteine catabolic process to pyruvate
619,UniProtKB:Q8ZLW5|PTN002020967,L-cysteine desulfhydrase activity
620,UniProtKB:Q8ZM83|PTN001856209,cell outer membrane
621,UniProtKB:Q8ZM83|PTN001856209,cell division site
622,UniProtKB:Q8ZM83|PTN001856209,metalloendopeptidase activity
623,UniProtKB:Q8ZM83|PTN001856209,septum digestion after cytokinesis
624,UniProtKB:Q8ZLW0|PTN002019169,cytosol
625,UniProtKB:Q8ZLW0|PTN002019169,sequence-specific DNA binding
626,UniProtKB:Q8ZLW0|PTN002019169,bacterial-type cis-regulatory region sequence-specific DNA binding
627,UniProtKB:Q8ZLW0|PTN002019169,cytoplasm
628,UniProtKB:Q8ZLW0|PTN002019169,"regulation of transcription, DNA-templated"
629,UniProtKB:Q8ZM79|PTN002211264,cytosol
630,UniProtKB:Q8ZM78|PTN001620926,cytosol
631,UniProtKB:Q8ZM78|PTN001620926,beta-glucosidase activity
632,UniProtKB:Q8ZM78|PTN001620926,carbohydrate catabolic process
633,UniProtKB:Q8ZLV7|PTN002021953,galactarate catabolic process
634,UniProtKB:Q8ZLV7|PTN002021953,D-galacturonate catabolic process
635,UniProtKB:Q8ZLV7|PTN002021953,galactarate dehydratase activity
636,UniProtKB:Q8ZM76|PTN001717493,pyridoxal phosphate binding
637,UniProtKB:Q8ZM76|PTN001717493,glycine binding
638,UniProtKB:Q8ZM76|PTN001717493,glycine dehydrogenase (decarboxylating) activity
639,UniProtKB:Q8ZM76|PTN001717493,glycine decarboxylation via glycine cleavage system
640,UniProtKB:Q8ZM76|PTN001717493,cytosol
641,UniProtKB:Q8ZM76|PTN001717493,glycine cleavage complex
642,UniProtKB:Q8ZM74|PTN001789741,2-octaprenylphenol hydroxylase activity
643,UniProtKB:Q8ZM74|PTN001789741,oxidoreductase activity
644,UniProtKB:Q8ZM74|PTN001789741,ubiquinone biosynthetic process
645,UniProtKB:Q8ZLV3|PTN002021116,plasma membrane
646,UniProtKB:Q8ZLV3|PTN002021116,protein-phosphocysteine-sugar phosphotransferase activity
647,UniProtKB:Q8ZLV3|PTN002021116,phosphoenolpyruvate-dependent sugar phosphotransferase system
648,UniProtKB:Q8ZM71|PTN002206527,cytosol
649,UniProtKB:Q8ZM68|PTN002012893,integral component of plasma membrane
650,UniProtKB:Q8ZM68|PTN002012893,arginine transmembrane transporter activity
651,UniProtKB:Q8ZM68|PTN002012893,amino acid transport
652,UniProtKB:Q8ZM68|PTN002012893,amino acid transmembrane transporter activity
653,UniProtKB:Q8ZM68|PTN002012893,L-arginine transport
654,UniProtKB:Q8ZLU7|PTN001708302,galactitol catabolic process
655,UniProtKB:Q8ZLU7|PTN001708302,galactitol-1-phosphate 5-dehydrogenase activity
656,UniProtKB:Q8ZLU5|PTN001843868,enzyme-directed rRNA 2'-O-methylation
657,UniProtKB:Q8ZM64|PTN001953100,transmembrane transporter activity
658,UniProtKB:Q8ZM64|PTN001953100,transmembrane transport
659,UniProtKB:Q8ZM64|PTN001953100,plasma membrane
660,UniProtKB:Q8ZM63|PTN001700913,transketolase activity
661,UniProtKB:Q8ZM63|PTN001700913,pentose-phosphate shunt
662,UniProtKB:Q8ZM63|PTN001700913,cytosol
663,UniProtKB:Q8ZM61|PTN002169089,single-species biofilm formation
664,UniProtKB:Q8ZM61|PTN002169089,cytosol
665,UniProtKB:Q8ZLU0|PTN001601783,cytosol
666,UniProtKB:Q8ZM58|PTN002022991,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
667,UniProtKB:Q8ZLT4|PTN002778033,ribosome
668,UniProtKB:Q8ZLT4|PTN002778033,cytosol
669,UniProtKB:Q8ZLT4|PTN002778033,RNA helicase activity
670,UniProtKB:Q8ZLT4|PTN002778033,RNA strand annealing activity
671,UniProtKB:Q8ZLT4|PTN002778033,ribosomal large subunit assembly
672,UniProtKB:Q8ZLT4|PTN002778033,RNA binding
673,UniProtKB:Q8ZM52|PTN002011598,rRNA base methylation
674,UniProtKB:Q8ZM52|PTN002011598,rRNA (uridine-N3-)-methyltransferase activity
675,UniProtKB:Q8ZLT1|PTN002127954,ribosome biogenesis
676,UniProtKB:Q8ZLT1|PTN002127954,ribosomal small subunit binding
677,UniProtKB:Q8ZLT1|PTN002127954,cytosol
678,UniProtKB:Q8ZLT0|PTN001697163,argininosuccinate synthase activity
679,UniProtKB:Q8ZLT0|PTN001697163,urea cycle
680,UniProtKB:Q8ZLT0|PTN001697163,argininosuccinate metabolic process
681,UniProtKB:Q8ZLT0|PTN001697163,arginine biosynthetic process
682,UniProtKB:Q8ZLT0|PTN001697163,cytoplasm
683,UniProtKB:Q8ZM49|PTN002013848,DNA binding
684,UniProtKB:Q8ZM49|PTN002013848,"negative regulation of transcription, DNA-templated"
685,UniProtKB:Q8ZM49|PTN002013848,DNA-binding transcription factor activity
686,UniProtKB:Q8ZLS8|PTN001841226,cytosol
687,UniProtKB:Q8ZLS8|PTN001841226,dihydropteroate synthase activity
688,UniProtKB:Q8ZLS8|PTN001841226,tetrahydrofolate biosynthetic process
689,UniProtKB:Q8ZM47|PTN001605285,intracellular
690,UniProtKB:Q8ZM47|PTN001605285,pyridoxal phosphate binding
691,UniProtKB:Q8ZM44|PTN001794838,cytoplasm
692,UniProtKB:Q8ZM44|PTN001794838,porphyrin-containing compound biosynthetic process
693,UniProtKB:Q8ZM44|PTN001794838,"4 iron, 4 sulfur cluster binding"
694,UniProtKB:Q8ZM41|PTN002215336,cytosol
695,UniProtKB:Q8ZM40|PTN001917667,tRNA methylation
696,UniProtKB:Q8ZM40|PTN001917667,tRNA (guanine-N7-)-methyltransferase activity
697,UniProtKB:Q8ZM40|PTN001917667,RNA (guanine-N7)-methylation
698,UniProtKB:Q8ZM40|PTN001917667,tRNA methyltransferase complex
699,UniProtKB:Q8ZM38|PTN001922274,integral component of plasma membrane
700,UniProtKB:Q8ZM38|PTN001922274,uridine transmembrane transporter activity
701,UniProtKB:Q8ZM38|PTN001922274,cytidine transmembrane transporter activity
