,gene_id,gene_ontology
852,STM1641,RNA binding
853,STM1651,response to oxidative stress
854,STM1657,transmembrane signaling receptor activity
855,STM1657,chemotaxis
856,STM1657,integral component of plasma membrane
857,STM1664,DNA-binding transcription factor activity
858,STM1664,"regulation of transcription, DNA-templated"
859,STM1669,pathogenesis
860,STM1669,cell outer membrane
861,STM1674,"regulation of transcription, DNA-templated"
862,STM1674,DNA-binding transcription factor activity
863,STM1674,transcription regulatory region sequence-specific DNA binding
864,STM1677,sequence-specific DNA binding
865,STM1677,DNA-binding transcription factor activity
866,STM1677,"transcription, DNA-templated"
867,STM1679,outer membrane-bounded periplasmic space
868,STM1679,peptide transmembrane transporter activity
869,STM1679,peptide transport
870,STM1712,cytosol
871,STM1712,aconitate hydratase activity
872,STM1712,tricarboxylic acid cycle
873,STM1712,"4 iron, 4 sulfur cluster binding"
874,STM1712,citrate metabolic process
875,STM1741,integral component of membrane
876,STM1741,potassium ion transmembrane transport
877,STM1741,voltage-gated potassium channel activity
878,STM1749,cytosol
879,STM1749,alcohol dehydrogenase (NAD+) activity
880,STM1761,electron transfer activity
881,STM1761,nitrate reductase activity
882,STM1761,heme binding
883,STM1761,anaerobic electron transport chain
884,STM1762,metallochaperone activity
885,STM1762,chaperone-mediated protein complex assembly
886,STM1762,nitrate assimilation
887,STM1763,anaerobic respiration
888,STM1763,electron transfer activity
889,STM1763,membrane
890,STM1764,anaerobic respiration
891,STM1764,membrane
892,STM1765,nitrate transmembrane transporter activity
893,STM1765,nitrate transport
894,STM1765,integral component of plasma membrane
895,STM1765,nitrite efflux transmembrane transporter activity
896,STM1765,nitrite transport
897,STM1768,pathogenesis
898,STM1768,cell outer membrane
899,STM1771,integral component of plasma membrane
900,STM1771,cellular sodium ion homeostasis
901,STM1771,potassium:proton antiporter activity
902,STM1771,cellular potassium ion homeostasis
903,STM1771,sodium:proton antiporter activity
904,STM1786,membrane
905,STM1786,electron transfer activity
906,STM1786,anaerobic respiration
907,STM1786,[Ni-Fe] hydrogenase complex
908,STM1788,oxidation-reduction process
909,STM1788,integral component of plasma membrane
910,STM1788,heme binding
911,STM1793,aerobic electron transport chain
912,STM1793,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
913,STM1793,electron transfer activity
914,STM1793,cytochrome complex
915,STM1795,glutamate dehydrogenase (NAD+) activity
916,STM1795,glutamate catabolic process
917,STM1803,D-alanine catabolic process
918,STM1803,oxidoreductase activity
919,STM1803,plasma membrane
920,STM1803,cytoplasm
921,STM1803,D-amino-acid dehydrogenase activity
922,STM1806,sodium:proton antiporter activity
923,STM1806,integral component of plasma membrane
924,STM1806,integral component of membrane
925,STM1815,cytosol
926,STM1815,negative regulation of cell division
927,STM1815,cytoplasmic side of plasma membrane
928,STM1815,ATPase activity
929,STM1815,ATP binding
930,STM1826,L-serine ammonia-lyase activity
931,STM1832,phosphoenolpyruvate-dependent sugar phosphotransferase system
932,STM1832,integral component of plasma membrane
933,STM1835,methyltransferase activity
934,STM1842,DNA-binding transcription factor activity
935,STM1842,"negative regulation of transcription, DNA-templated"
936,STM1842,DNA binding
940,STM1971,cytosol
941,STM1182,bacterial-type flagellum-dependent cell motility
942,STM1887,DNA-binding transcription factor activity
943,STM1887,"regulation of transcription, DNA-templated"
944,STM1888,glycolytic process
945,STM1888,cytosol
946,STM1888,cytoplasm
947,STM1888,pyruvate kinase activity
948,STM1890,septum digestion after cytokinesis
949,STM1890,metalloendopeptidase activity
953,STM1908,cytosol
954,STM1931,protein deglycase activity
955,STM1931,cytosol
956,STM1931,"guanine deglycation, glyoxal removal"
957,STM1931,"protein deglycation, glyoxal removal"
958,STM1933,isomerase activity
959,STM1935,ferroxidase activity
960,STM1935,ferrous iron binding
961,STM1935,intracellular sequestering of iron ion
962,STM1935,cytoplasm
963,STM1935,cytosol
964,STM1935,ferric iron binding
970,STM1989,plasma membrane
971,STM2013,plasma membrane
972,STM2060,plasma membrane
973,STM2060,transmembrane transporter activity
974,STM2060,transmembrane transport
975,STM2119,plasma membrane
976,STM2120,plasma membrane
977,STM2120,regulation of protein targeting to membrane
978,STM2124,alkylated DNA binding
979,STM2124,DNA dealkylation involved in DNA repair
980,STM2124,DNA-3-methyladenine glycosylase activity
981,STM2124,DNA-7-methylguanine glycosylase activity
982,STM2124,"base-excision repair, AP site formation"
983,STM2124,cytoplasm
984,STM2124,protein-DNA complex
993,STM2131,DNA-binding transcription activator activity
994,STM2131,protein-DNA complex
995,STM2131,cytosol
996,STM2131,transcription regulatory region sequence-specific DNA binding
997,STM2131,phosphorelay response regulator activity
998,STM2144,cytosol
999,STM2150,pilus assembly
1000,STM2150,fimbrial usher porin activity
1001,STM2150,cell outer membrane
1005,STM2162,glycine betaine transport
1006,STM2164,glycine betaine transport
1007,STM2167,respiratory electron transport chain
1008,STM2167,lactate oxidation
1009,STM2167,extrinsic component of cytoplasmic side of plasma membrane
1010,STM2168,endopeptidase activity
1011,STM2175,monooxygenase activity
1012,STM2176,glutathione metabolic process
1013,STM2176,glutathione transferase activity
1014,STM2176,maleylacetoacetate isomerase activity
1015,STM2176,L-phenylalanine catabolic process
1023,STM2194,cytosol
1024,STM2194,S-formylglutathione hydrolase activity
1025,STM2196,L-serine ammonia-lyase activity
1026,STM2197,L-serine biosynthetic process
1027,STM2197,magnesium ion binding
1028,STM2197,cytoplasm
1029,STM2197,dephosphorylation
1030,STM2197,phosphoserine phosphatase activity
1031,STM2199,siderophore uptake transmembrane transporter activity
1032,STM2199,siderophore transmembrane transport
1033,STM2199,intrinsic component of cell outer membrane
1034,STM2200,integral component of membrane
1035,STM2200,amino acid transmembrane transport
1036,STM2200,amino acid transmembrane transporter activity
1037,STM2201,transcription regulatory region sequence-specific DNA binding
1038,STM2201,"regulation of transcription, DNA-templated"
1039,STM2202,plasma membrane
1040,STM2203,DNA-(apurinic or apyrimidinic site) endonuclease activity
1041,STM2203,phosphoric diester hydrolase activity
1042,STM2203,base-excision repair
1043,STM2204,protein-phosphocysteine-sugar phosphotransferase activity
1044,STM2204,phosphoenolpyruvate-dependent sugar phosphotransferase system
1045,STM2204,plasma membrane
1046,STM2216,microcin transport
1047,STM2216,peptide transmembrane transporter activity
1048,STM2216,peptide transport
1049,STM2216,outer membrane-bounded periplasmic space
1050,STM2218,microcin transport
1051,STM2219,oligopeptide transmembrane transporter activity
1052,STM2219,transmembrane transport
1053,STM2219,plasma membrane
1054,STM2219,oligopeptide transmembrane transport
1055,STM2219,transmembrane transporter activity
1056,STM2221,xenobiotic transmembrane transporter activity
1057,STM2221,integral component of plasma membrane
1058,STM2221,xenobiotic detoxification by transmembrane export across the plasma membrane
1059,STM2232,membrane
1060,STM2232,cellular polysaccharide biosynthetic process
1061,STM2232,lipopolysaccharide biosynthetic process
1064,STM2255,anaerobic respiration
1065,STM2255,electron transfer activity
1066,STM2258,plasma membrane
1067,STM2259,molybdenum ion binding
1068,STM2259,nitrate reductase activity
1069,STM2259,"4 iron, 4 sulfur cluster binding"
1070,STM2261,cytoplasm
1071,STM2269,integral component of plasma membrane
1072,STM2269,histidine phosphotransfer kinase activity
1073,STM2269,protein autophosphorylation
1074,STM2269,phosphorelay sensor kinase activity
1075,STM2281,protein-DNA complex
1076,STM2281,DNA-binding transcription factor activity
1077,STM2281,bacterial-type cis-regulatory region sequence-specific DNA binding
1078,STM2281,"regulation of transcription, DNA-templated"
1079,STM2282,periplasmic space
1080,STM2282,glycerophosphodiester phosphodiesterase activity
1081,STM2284,glycerol-3-phosphate catabolic process
1082,STM2284,glycerol-3-phosphate dehydrogenase (quinone) activity
1083,STM2285,glycerol-3-phosphate dehydrogenase (quinone) activity
1084,STM2285,anaerobic respiration
1085,STM2285,glycerol-3-phosphate dehydrogenase complex
1086,STM2285,glycerol-3-phosphate catabolic process
1089,STM2292,"negative regulation of transcription, DNA-templated"
1090,STM2292,DNA binding
1091,STM2292,DNA-binding transcription factor activity
1098,STM2318,electron transport coupled proton transport
1099,STM2318,NADH dehydrogenase activity
1100,STM2318,plasma membrane respiratory chain complex I
1101,STM2330,DNA-binding transcription factor activity
1102,STM2330,"regulation of transcription, DNA-templated"
1105,STM2333,plasma membrane
1106,STM2334,sugar-phosphatase activity
1107,STM2334,glycerol-3-phosphatase activity
1108,STM2334,beta-phosphoglucomutase activity
1109,STM2345,"regulation of transcription, DNA-templated"
1110,STM2345,DNA-binding transcription factor activity
1111,STM2345,transcription regulatory region sequence-specific DNA binding
1112,STM2349,disulfide oxidoreductase activity
1113,STM2357,integral component of membrane
1114,STM2357,amino acid transmembrane transport
1115,STM2357,amino acid transmembrane transporter activity
1116,STM2358,alanine racemase activity
1117,STM2358,cytosol
1118,STM2358,pyridoxal phosphate binding
1119,STM2360,lysine biosynthetic process via diaminopimelate
1120,STM2360,diaminopimelate decarboxylase activity
1121,STM2362,cytoplasm
1122,STM2362,amidophosphoribosyltransferase activity
1123,STM2362,purine nucleotide biosynthetic process
1124,STM2364,cell septum
1125,STM2364,peptidoglycan binding
1126,STM2364,cytokinetic process
1127,STM2364,cell division site
1128,STM2365,dihydrofolate synthase activity
1129,STM2365,cytoplasm
1130,STM2365,folic acid-containing compound biosynthetic process
1131,STM2365,tetrahydrofolylpolyglutamate synthase activity
1142,STM2391,long-chain fatty acid transporting porin activity
1143,STM2393,formate transport
1144,STM2393,formate transmembrane transporter activity
1145,STM2393,integral component of plasma membrane
1146,STM2406,methylglyoxal catabolic process
1147,STM2409,symporter activity
1148,STM2409,nucleoside transmembrane transporter activity
1149,STM2409,integral component of plasma membrane
1150,STM2409,uridine transmembrane transporter activity
1151,STM2409,nucleoside:proton symporter activity
1152,STM2409,nucleoside transmembrane transport
1153,STM2409,cytidine transmembrane transporter activity
1158,STM0113,2-isopropylmalate synthase activity
1159,STM0113,cytosol
1160,STM0113,leucine biosynthetic process
1162,STM2639,sigma factor antagonist activity
1163,STM2641,L-aspartate oxidase activity
1164,STM2641,'de novo' NAD biosynthetic process from aspartate
1165,STM2643,ribosomal large subunit assembly
1166,STM2420,protein-DNA complex
1167,STM2420,DNA-binding transcription factor activity
1168,STM2420,bacterial-type cis-regulatory region sequence-specific DNA binding
1169,STM2420,"regulation of transcription, DNA-templated"
1170,STM2421,uridine transmembrane transporter activity
1171,STM2421,integral component of plasma membrane
1172,STM2421,organic substance transport
1173,STM2421,cytidine transmembrane transporter activity
1174,STM2649,protein-disulfide reductase activity
1175,STM2649,protein disulfide oxidoreductase activity
1176,STM2649,cytoplasm
1177,STM2649,cell redox homeostasis
1178,STM2649,cytosol
1179,STM2649,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
1180,STM2424,cytosol
1181,STM2424,bacterial-type cis-regulatory region sequence-specific DNA binding
1182,STM2424,"regulation of transcription, DNA-templated"
1183,STM2425,plasma membrane
1187,STM2663,protein insertion into membrane
1188,STM2663,Bam protein complex
1189,STM2442,plasma membrane
1190,STM2668,gluconolactonase activity
1191,STM2668,calcium ion binding
1192,STM2668,L-ascorbic acid biosynthetic process
1193,STM2672,negative regulation of bacterial-type flagellum-dependent cell motility
1194,STM2672,diguanylate cyclase activity
1195,STM2672,cell adhesion involved in single-species biofilm formation
1196,STM2672,plasma membrane
1197,STM2473,intracellular anatomical structure
1198,STM2473,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity
1199,STM2473,cytosol
1200,STM2474,cytosol
1201,STM2474,pentose-phosphate shunt
1202,STM2474,transketolase activity
1203,STM2684,double-strand break repair via homologous recombination
1204,STM2684,SOS response
1205,STM2684,response to radiation
1206,STM2690,porin activity
1207,STM2690,efflux transmembrane transporter activity
1208,STM2690,efflux pump complex
1209,STM2691,ATPase-coupled lipid transmembrane transporter activity
1210,STM2691,ATPase-coupled transmembrane transporter activity
1211,STM2691,transmembrane transport
1212,STM2481,plasma membrane
1213,STM2481,xenobiotic transmembrane transporter activity
1218,STM2490,"transcription, DNA-templated"
1219,STM2490,cytosol
1222,STM2495,cytosol
1223,STM2510,GMP synthase activity
1224,STM2510,GMP biosynthetic process
1225,STM2510,cytosol
1226,STM2511,IMP dehydrogenase activity
1227,STM2511,GTP biosynthetic process
1229,STM2527,cytoplasm
1230,STM2530,molybdenum ion binding
1231,STM2530,anaerobic respiration
1232,STM2530,outer membrane-bounded periplasmic space
1233,STM2530,electron transfer activity
1234,STM2531,peptidoglycan biosynthetic process
1235,STM2531,response to antibiotic
1236,STM2531,penicillin binding
1237,STM2531,peptidoglycan glycosyltransferase activity
1238,STM2533,cytosol
1239,STM2533,thiosulfate sulfurtransferase activity
1240,STM2533,transsulfuration
1246,STM2540,[2Fe-2S] cluster assembly
1247,STM2540,iron-sulfur cluster transfer complex
1248,STM2540,protein maturation by iron-sulfur cluster transfer
1249,STM2551,plasma membrane
1250,STM2551,response to nickel cation
1251,STM2551,nickel cation transmembrane transporter activity
1252,STM2551,response to cobalt ion
1253,STM2551,nickel cation homeostasis
1254,STM2551,cation efflux transmembrane transporter activity
1255,STM2564,protein kinase activator activity
1256,STM2564,phosphorelay sensor kinase activity
1257,STM2564,phosphorelay response regulator activity
1258,STM2564,osmosensory signaling via phosphorelay pathway
1262,STM2570,protein-phosphocysteine-sugar phosphotransferase activity
1263,STM2570,plasma membrane
